,Unnamed: 0,Tipi,Net Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Eşya Durumu,Tapu Durumu,Site İçerisinde,Banyo Sayısı,Price,Balkon Sayısı,Balkon Tipi,WC Sayısı,İlandan sonra Geçen Gün,İlçe,Mahalle
167,167,Daire,130,6,16,2.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,15000,0,Yok,1,1, Pamukkale,Siteler Mahallesi
168,168,Daire,125,6,21,2.Kat,2,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,15000,0,Yok,1,22, Pamukkale,İstiklal Mahallesi
169,169,Daire,140,6,21,2.Kat,7,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,15500,3,"Açık Balkon, Kapalı Balkon",2,2, Merkezefendi,Yenişehir Mahallesi
170,170,Daire,150,6,21,6.Kat,7,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,20000,1,Açık Balkon,2,22, Pamukkale,Fesleğen Mahallesi
171,171,Daire,125,6,21,Yüksek Giriş,2,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,15000,0,Yok,1,22, Pamukkale,Topraklık Mahallesi
172,172,Daire,125,6,4,3.Kat,4,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,20000,0,Yok,1,14, Merkezefendi,Karahasanlı Mahallesi
173,173,Daire,45,1,5,2.Kat,3,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,1,10000,0,Yok,1,8, Merkezefendi,Sırakapılar Mahallesi
174,174,Daire,50,1,5,3.Kat,5,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,9000,0,Yok,1,22, Pamukkale,Zeytinköy Mahallesi
175,175,Daire,170,6,11,3.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,25000,0,Yok,1,22, Merkezefendi,Adalet Mahallesi
177,177,Daire,125,6,16,2.Kat,3,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,1,13000,2,Açık Balkon,1,23, Merkezefendi,İlbade Mahallesi
178,178,Daire,50,1,5,3.Kat,8,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,12000,0,Yok,1,7, Pamukkale,Zeytinköy Mahallesi
179,179,Daire,150,8,21,3.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,10000,0,Yok,1,17, Merkezefendi,Sevindik Mahallesi
180,180,Daire,100,3,5,2.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,15000,0,Yok,1,23, Pamukkale,İstiklal Mahallesi
181,181,Daire,65,3,11,3.Kat,4,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,20000,0,Yok,1,23, Pamukkale,Yunusemre Mahallesi
182,182,Daire,130,6,11,2.Kat,4,Kombi Doğalgaz,Boş,Yabancıdan,Evet,1,15500,2,"Açık Balkon, Kapalı Balkon",2,23, Merkezefendi,Gültepe Mahallesi
183,183,Daire,90,2,3,3.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,12500,0,Yok,1,23, Pamukkale,Bağbaşı Mahallesi
184,184,Daire,200,6,5,3.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,2,40000,0,Yok,1,23, Merkezefendi,Gerzele Mahallesi
185,185,Daire,45,1,5,3.Kat,4,Yerden Isıtma,Eşyalı,Kat Mülkiyeti,Hayır,1,10000,0,Yok,1,23, Pamukkale,Asmalıevler Mahallesi
186,186,Daire,165,6,11,2.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,26000,0,Yok,1,23, Merkezefendi,Yenişafak Mahallesi
187,187,Daire,110,3,0,2.Kat,4,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,1,16000,0,Yok,1,23, Merkezefendi,Şemikler Mahallesi
188,188,Daire,50,1,4,Kot 4 (-4).Kat,7,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,10000,0,Yok,1,24, Merkezefendi,Muratdede Mahallesi
189,189,Daire,68,3,2,1.Kat,2,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,12000,0,Yok,1,24, Merkezefendi,Muratdede Mahallesi
190,190,Daire,170,6,11,4.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,22000,0,Yok,1,11, Merkezefendi,Adalet Mahallesi
191,191,Daire,65,3,16,2.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,14500,1,Kapalı Balkon,1,24, Merkezefendi,Değirmenönü Mahallesi
192,192,Daire,130,3,4,Kot 2 (-2).Kat,6,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,19500,0,Yok,2,24, Merkezefendi,Şemikler Mahallesi
193,193,Daire,200,6,11,1.Kat,5,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Hayır,2,45000,0,Yok,1,24, Merkezefendi,Çakmak Mahallesi
194,194,Daire,130,6,16,3.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,17000,0,Yok,1,14, Merkezefendi,Karahasanlı Mahallesi
195,195,Daire,45,1,5,4.Kat,8,Kombi Doğalgaz,Eşyalı,Kat İrtifakı,Evet,1,12000,0,Yok,1,24, Pamukkale,Zeytinköy Mahallesi
196,196,Daire,70,3,5,2.Kat,3,Yerden Isıtma,Eşyalı,Kat Mülkiyeti,Hayır,1,14000,0,Yok,1,24, Merkezefendi,Değirmenönü Mahallesi
197,197,Daire,125,3,5,3.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,21000,0,Yok,1,8, Pamukkale,Yunusemre Mahallesi
198,198,Daire,50,1,11,2.Kat,4,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,10000,0,Yok,1,25, Pamukkale,Asmalıevler Mahallesi
199,199,Daire,70,6,5,Çatı Katı,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,14000,0,Yok,1,7, Pamukkale,Kınıklı Mahallesi
200,200,Daire,17,0,5,Çatı Katı,3,Klimalı,Eşyalı,Kat Mülkiyeti,Hayır,1,6500,0,Yok,1,18, Pamukkale,İncilipınar Mahallesi
201,201,Daire,45,1,2,1.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,9000,0,Yok,1,7, Pamukkale,Yunusemre Mahallesi
202,202,Daire,45,1,5,6.Kat,7,Merkezi Doğalgaz,Eşyalı,Kat Mülkiyeti,Evet,1,9500,0,Yok,1,25, Pamukkale,Zeytinköy Mahallesi
203,203,Daire,150,6,11,1.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,25000,0,Yok,1,7, Pamukkale,İncilipınar Mahallesi
204,204,Daire,90,3,11,1.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,14500,0,Yok,1,25, Pamukkale,Bağbaşı Mahallesi
205,205,Daire,45,1,5,1.Kat,3,Kombi Doğalgaz,Eşyalı,Müstakil Tapulu,Hayır,1,9500,0,Yok,1,25, Merkezefendi,Değirmenönü Mahallesi
206,206,Daire,75,1,5,Bahçe Katı,4,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,15000,0,Yok,1,25, Pamukkale,Kınıklı Mahallesi
207,207,Daire,175,6,21,2.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,25000,0,Yok,1,25, Pamukkale,Yunusemre Mahallesi
208,208,Daire,40,1,1,2.Kat,5,Yerden Isıtma,Eşyalı,Hisseli Tapu,Hayır,1,16000,0,Yok,1,16, Pamukkale,Yunusemre Mahallesi
209,209,Daire,140,6,21,1.Kat,7,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,19000,0,Yok,1,16, Merkezefendi,Servergazi Mahallesi
210,210,Daire,220,6,11,5.Kat,5,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Hayır,1,28000,0,Yok,1,25, Merkezefendi,Selçuk Bey Mahallesi
211,211,Daire,60,3,5,3.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,12000,0,Yok,1,25, Pamukkale,Kervansaray Mahallesi
212,212,Daire,45,1,11,2.Kat,4,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,10000,0,Yok,1,11, Pamukkale,Atalar Mahallesi
213,213,Daire,100,3,0,1.Kat,2,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,2,22500,0,Yok,1,25, Merkezefendi,Gümüşçay Mahallesi
214,214,Daire,120,5,16,1.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,17000,0,Yok,1,25, Merkezefendi,Gültepe Mahallesi
215,215,Daire,150,6,5,1.Kat,5,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,2,24000,0,Yok,1,25, Merkezefendi,Şemikler Mahallesi
216,216,Daire,90,3,0,Bahçe Katı,5,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,1,15000,0,Yok,1,2, Merkezefendi,Karaman Mahallesi
217,217,Daire,40,1,11,2.Kat,4,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,12000,0,Yok,1,1, Merkezefendi,Değirmenönü Mahallesi
218,218,Daire,90,3,0,Yüksek Giriş,2,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,1,13000,1,Kapalı Balkon,1,26, Pamukkale,Dokuzkavaklar Mahallesi
219,219,Daire,55,1,5,2.Kat,3,Yerden Isıtma,Eşyalı,Kat İrtifakı,Evet,1,15000,0,Yok,1,26, Pamukkale,Zeytinköy Mahallesi
220,220,Daire,120,3,3,2.Kat,4,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,1,21000,0,Yok,1,27, Merkezefendi,Karahasanlı Mahallesi
221,221,Daire,150,6,11,1.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,17500,0,Yok,1,27, Pamukkale,Siteler Mahallesi
222,222,Daire,110,3,16,3.Kat,3,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,21000,0,Yok,1,25, Pamukkale,Kınıklı Mahallesi
223,223,Daire,35,1,11,1.Kat,3,Kombi Doğalgaz,Eşyalı,Müstakil Tapulu,Hayır,1,8500,0,Yok,1,27, Pamukkale,Asmalıevler Mahallesi
224,224,Daire,40,1,5,1.Kat,4,Kombi Doğalgaz,Eşyalı,Bilinmiyor,Hayır,1,11000,0,Yok,1,27, Merkezefendi,Sırakapılar Mahallesi
225,225,Daire,135,6,11,2.Kat,5,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,19000,0,Yok,1,27, Merkezefendi,Mehmet Akif Ersoy Mahallesi
226,226,Daire,100,3,11,4.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,13000,1,Açık Balkon,2,2, Merkezefendi,Karaman Mahallesi
227,227,Daire,40,1,5,1.Kat,3,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,9250,0,Yok,1,27, Pamukkale,Bağbaşı Mahallesi
228,228,Daire,45,1,5,2.Kat,3,Yerden Isıtma,Eşyalı,Kat Mülkiyeti,Hayır,1,14000,0,Yok,1,25, Pamukkale,Pelitlibağ Mahallesi
229,229,Daire,40,1,11,1.Kat,4,Yerden Isıtma,Eşyalı,Kat Mülkiyeti,Hayır,1,10000,0,Yok,1,27, Merkezefendi,Sırakapılar Mahallesi
230,230,Daire,30,0,5,Bahçe Katı,3,Yerden Isıtma,Eşyalı,Kat Mülkiyeti,Hayır,1,7000,0,Yok,1,27, Pamukkale,Siteler Mahallesi
231,231,Daire,45,4,0,2.Kat,3,Yerden Isıtma,Eşyalı,Kat İrtifakı,Hayır,1,16000,0,Yok,1,27, Pamukkale,Zeytinköy Mahallesi
232,232,Daire,55,3,0,2.Kat,4,Yerden Isıtma,Eşyalı,Kat İrtifakı,Hayır,1,20000,0,Yok,1,27, Pamukkale,Asmalıevler Mahallesi
233,233,Daire,50,1,2,Düz Giriş (Zemin),2,Yerden Isıtma,Eşyalı,Kat İrtifakı,Hayır,1,10000,0,Yok,1,27, Pamukkale,Kayıhan Mahallesi
234,234,Daire,40,1,4,2.Kat,3,Yerden Isıtma,Eşyalı,Kat İrtifakı,Hayır,1,11500,0,Yok,1,27, Merkezefendi,Değirmenönü Mahallesi
235,235,Daire,110,6,11,1.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,12000,0,Yok,1,27, Pamukkale,Kayıhan Mahallesi
236,236,Daire,135,6,16,Düz Giriş (Zemin),2,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,18000,0,Yok,1,27, Merkezefendi,Selçuk Bey Mahallesi
237,237,Daire,100,6,21,1.Kat,2,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,11000,0,Yok,1,27, Merkezefendi,Değirmenönü Mahallesi
238,238,Daire,175,6,11,1.Kat,3,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,19000,0,Yok,1,27, Merkezefendi,Şemikler Mahallesi
239,239,Daire,160,6,21,4.Kat,7,Merkezi Doğalgaz,Boş,Hisseli Tapu,Hayır,1,25000,0,Yok,1,28, Pamukkale,Atalar Mahallesi
240,240,Daire,90,3,5,3.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,15000,0,Yok,1,9, Pamukkale,Asmalıevler Mahallesi
241,241,Daire,70,3,5,Bahçe Katı,3,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,14000,0,Yok,1,28, Merkezefendi,Merkez Efendi Mahallesi
242,242,Daire,120,3,11,3.Kat,3,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,25000,0,Yok,1,28, Pamukkale,Mehmetçik Mahallesi
243,243,Daire,135,3,16,Çatı Katı,2,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,14000,0,Yok,1,28, Pamukkale,Kınıklı Mahallesi
244,244,Daire,60,3,5,2.Kat,3,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,17000,0,Yok,1,28, Pamukkale,Mehmetçik Mahallesi
245,245,Residence,41,1,5,4.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,14000,0,Yok,1,2, Pamukkale,Kuşpınar Mahallesi
246,246,Daire,100,3,11,3.Kat,5,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,17000,0,Yok,1,28, Merkezefendi,Yenişafak Mahallesi
247,247,Daire,170,6,0,7.Kat,8,Yerden Isıtma,Boş,Kat Mülkiyeti,Evet,2,38000,0,Yok,1,28, Merkezefendi,Şemikler Mahallesi
248,248,Daire,120,3,5,4.Kat,4,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,24999,0,Yok,1,28, Merkezefendi,Çakmak Mahallesi
249,249,Daire,50,1,5,1.Kat,4,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,1,9000,0,Yok,1,25, Pamukkale,Bağbaşı Mahallesi
250,250,Daire,45,1,5,Yüksek Giriş,5,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,1,7500,0,Yok,1,10, Pamukkale,Bağbaşı Mahallesi
251,251,Daire,50,1,0,5.Kat,5,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,11000,0,Yok,1,28, Merkezefendi,Karaman Mahallesi
252,252,Daire,60,1,0,2.Kat,3,Yerden Isıtma,Eşyalı,Kat Mülkiyeti,Hayır,1,18500,0,Yok,1,28, Pamukkale,Kınıklı Mahallesi
253,253,Daire,165,6,16,1.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,21000,0,Yok,1,28, Merkezefendi,Adalet Mahallesi
254,254,Daire,45,1,0,2.Kat,4,Yerden Isıtma,Eşyalı,Kat Mülkiyeti,Hayır,1,20750,0,Yok,1,28, Merkezefendi,Karahasanlı Mahallesi
255,255,Daire,140,6,16,3.Kat,4,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,15500,0,Yok,1,18, Merkezefendi,Adalet Mahallesi
256,256,Daire,105,3,16,3.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,11000,0,Yok,1,29, Merkezefendi,Karaman Mahallesi
257,257,Daire,105,3,21,2.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,13000,0,Yok,1,29, Pamukkale,Atalar Mahallesi
258,258,Daire,50,1,0,2.Kat,5,Kombi Doğalgaz,Eşyalı,Müstakil Tapulu,Hayır,1,12000,0,Yok,1,29, Pamukkale,Asmalıevler Mahallesi
259,259,Daire,150,6,11,2.Kat,12,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,21000,0,Yok,1,29, Merkezefendi,Yenişafak Mahallesi
260,260,Daire,100,3,0,2.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,15000,0,Yok,1,29, Merkezefendi,Sümer Mahallesi
261,261,Daire,40,1,21,2.Kat,3,Klimalı,Eşyalı,Kat Mülkiyeti,Hayır,1,9000,0,Yok,1,29, Pamukkale,15 Mayıs Mahallesi
262,262,Daire,50,1,4,4.Kat,6,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,12500,0,Yok,1,27, Merkezefendi,Saraylar Mahallesi
263,263,Daire,48,1,5,2.Kat,3,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,Yok,9000,0,Yok,1,29, Pamukkale,15 Mayıs Mahallesi
264,264,Daire,155,6,11,2.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,25000,0,Yok,1,29, Merkezefendi,Adalet Mahallesi
265,265,Daire,50,1,5,Yüksek Giriş,4,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,10000,0,Yok,1,29, Pamukkale,Pelitlibağ Mahallesi
266,266,Daire,110,3,21,2.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,14000,0,Yok,1,29, Merkezefendi,Değirmenönü Mahallesi
267,267,Daire,75,3,21,2.Kat,2,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,10000,0,Yok,1,29, Merkezefendi,Değirmenönü Mahallesi
268,268,Daire,45,1,4,3.Kat,4,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,11000,0,Yok,1,2, Pamukkale,Hacıkaplanlar Mahallesi
269,269,Daire,40,1,5,1.Kat,4,Merkezi (Pay Ölçer),Eşyalı,Kat Mülkiyeti,Hayır,1,12000,0,Yok,1,29, Pamukkale,İncilipınar Mahallesi
270,270,Daire,130,6,21,3.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,13000,0,Yok,1,29, Merkezefendi,Sırakapılar Mahallesi
271,271,Daire,55,1,0,Yüksek Giriş,2,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,15000,0,Yok,1,29, Merkezefendi,Değirmenönü Mahallesi
272,272,Daire,45,1,4,2.Kat,5,Yerden Isıtma,Eşyalı,Kat Mülkiyeti,Hayır,1,11000,0,Yok,1,29, Pamukkale,Pelitlibağ Mahallesi
273,273,Daire,50,1,5,4.Kat,4,Kombi Doğalgaz,Eşyalı,Kat İrtifakı,Hayır,1,12000,0,Yok,1,29, Pamukkale,Pelitlibağ Mahallesi
274,274,Daire,75,3,5,2.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,18000,0,Yok,1,7, Pamukkale,Kınıklı Mahallesi
275,275,Daire,65,3,4,2.Kat,3,Merkezi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,1,13000,0,Yok,1,28, Pamukkale,15 Mayıs Mahallesi
276,276,Daire,60,1,0,2.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,17000,0,Yok,1,7, Pamukkale,Kınıklı Mahallesi
277,277,Daire,162,6,21,3.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,24000,0,Yok,1,30, Pamukkale,Mehmetçik Mahallesi
278,278,Daire,55,1,5,2.Kat,4,Yerden Isıtma,Eşyalı,Kat Mülkiyeti,Hayır,1,12500,0,Yok,1,29, Pamukkale,Mehmetçik Mahallesi
279,279,Daire,55,3,5,3.Kat,4,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,15000,1,Açık Balkon,1,31, Merkezefendi,Değirmenönü Mahallesi
280,280,Daire,100,3,3,4.Kat,4,Yerden Isıtma,Boş,Kat İrtifakı,Hayır,1,15000,1,Açık Balkon,1,8, Merkezefendi,Muratdede Mahallesi
281,281,Daire,105,3,5,2.Kat,4,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,11000,1,Açık Balkon,2,2, Pamukkale,Topraklık Mahallesi
282,282,Daire,40,1,5,2.Kat,3,Yerden Isıtma,Eşyalı,Kat Mülkiyeti,Hayır,1,15000,0,Yok,1,31, Pamukkale,Zeytinköy Mahallesi
283,283,Daire,85,3,0,1.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,19000,0,Yok,1,32, Merkezefendi,Şemikler Mahallesi
284,284,Daire,170,6,5,3.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,30000,0,Yok,1,18, Merkezefendi,Yenişafak Mahallesi
285,285,Daire,80,3,5,1.Kat,2,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,13000,1,Kapalı Balkon,1,2, Pamukkale,Bağbaşı Mahallesi
287,287,Daire,75,3,1,3.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,18000,0,Yok,1,7, Pamukkale,Kınıklı Mahallesi
288,288,Daire,35,1,5,2.Kat,5,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,10000,0,Yok,1,32, Pamukkale,İncilipınar Mahallesi
289,289,Daire,40,1,11,1.Kat,2,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,8000,0,Yok,1,32, Pamukkale,İncilipınar Mahallesi
290,290,Daire,100,3,16,2.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,12000,0,Yok,1,32, Pamukkale,Atalar Mahallesi
291,291,Daire,144,6,5,1.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,26000,0,Yok,1,32, Pamukkale,Mehmetçik Mahallesi
292,292,Daire,130,6,0,2.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,23000,2,Açık Balkon,2,32, Merkezefendi,Değirmenönü Mahallesi
293,293,Daire,45,1,5,1.Kat,8,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,8000,0,Yok,1,32, Pamukkale,Zeytinköy Mahallesi
294,294,Daire,120,6,16,Kot 2 (-2).Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,15000,2,Açık Balkon,1,20, Kale,Cevherpaşa Mahallesi
295,295,Daire,50,1,11,4.Kat,4,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,12000,0,Yok,1,15, Pamukkale,Yunusemre Mahallesi
296,296,Daire,69,1,4,2.Kat,4,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,11500,0,Yok,1,34, Pamukkale,Bağbaşı Mahallesi
297,297,Daire,73,3,5,4.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,16000,0,Yok,1,7, Pamukkale,Zeytinköy Mahallesi
298,298,Daire,135,5,5,4.Kat,4,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Evet,1,25000,0,Yok,1,34, Merkezefendi,Gültepe Mahallesi
299,299,Daire,155,6,5,1.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,27500,0,Yok,1,35, Merkezefendi,Yenişafak Mahallesi
300,300,Daire,90,3,3,4.Kat,4,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,1,18000,0,Yok,1,16, Merkezefendi,Çakmak Mahallesi
301,301,Daire,55,1,5,1.Kat,3,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,17000,0,Yok,1,35, Pamukkale,Kınıklı Mahallesi
302,302,Daire,45,1,1,1.Kat,2,Yerden Isıtma,Eşyalı,Kat İrtifakı,Hayır,1,16000,0,Yok,1,35, Pamukkale,Kınıklı Mahallesi
303,303,Daire,45,1,4,1.Kat,4,Yerden Isıtma,Eşyalı,Kat Mülkiyeti,Evet,1,16000,0,Yok,1,35, Pamukkale,Asmalıevler Mahallesi
304,304,Daire,70,1,5,2.Kat,6,Merkezi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,20000,0,Yok,1,35, Pamukkale,Fatih Mahallesi
305,305,Daire,40,1,5,2.Kat,2,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,14000,0,Yok,1,35, Merkezefendi,Bereketler Mahallesi
306,306,Daire,55,3,5,1.Kat,4,Yerden Isıtma,Eşyalı,Kat İrtifakı,Hayır,1,14500,0,Yok,1,35, Pamukkale,Zeytinköy Mahallesi
307,307,Daire,55,3,5,1.Kat,4,Yerden Isıtma,Eşyalı,Kat Mülkiyeti,Hayır,1,14500,0,Yok,1,35, Pamukkale,Zeytinköy Mahallesi
308,308,Daire,70,3,5,Bahçe Katı,2,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,21000,0,Yok,1,35, Merkezefendi,Bahçelievler Mahallesi
309,309,Daire,120,3,0,3.Kat,3,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,2,16000,0,Yok,1,35, Merkezefendi,Hacıeyüplü Mahallesi
310,310,Daire,150,6,11,2.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,14000,0,Yok,1,35, Merkezefendi,Şemikler Mahallesi
311,311,Daire,55,4,5,2.Kat,5,Yerden Isıtma,Eşyalı,Kat Mülkiyeti,Evet,1,18000,0,Yok,1,35, Pamukkale,Asmalıevler Mahallesi
312,312,Daire,110,6,0,4.Kat,4,Yerden Isıtma,Boş,Kat İrtifakı,Hayır,2,26000,0,Yok,1,35, Merkezefendi,Yenişafak Mahallesi
313,313,Daire,120,6,0,3.Kat,4,Yerden Isıtma,Boş,Kat İrtifakı,Hayır,2,29000,0,Yok,1,35, Merkezefendi,Yenişafak Mahallesi
314,314,Daire,210,6,11,5.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,26000,0,Yok,1,32, Merkezefendi,Çakmak Mahallesi
315,315,Daire,50,1,5,4.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,8500,0,Yok,1,7, Pamukkale,Yunusemre Mahallesi
316,316,Daire,50,1,5,1.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,11000,0,Yok,1,18, Pamukkale,Atalar Mahallesi
317,317,Daire,45,1,4,3.Kat,4,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,10000,0,Yok,1,35, Pamukkale,Atalar Mahallesi
318,318,Daire,60,3,4,2.Kat,2,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,10000,0,Yok,1,35, Pamukkale,Asmalıevler Mahallesi
